"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"2019","1","A","골목상권","1000876","언남길","79","8","8","","","3","","1","1","1","","","1","1","5","","","","","18"
"2019","1","A","골목상권","1000160","자양로26길","75","4","4","","","4","2","","1","1","","","1","","9","","","","","15"
"2019","1","A","골목상권","1000235","동일로140길","115","3","3","","1","12","2","1","2","1","","","","","6","","","","1","20"
"2019","1","A","골목상권","1000225","공릉로12가길","91","2","","","1","7","2","1","1","2","","","2","","5","","","","1","22"
"2019","1","A","골목상권","1000209","천호대로12길","77","3","3","1","2","9","2","1","","","","","2","2","5","","","","","16"
"2019","1","A","골목상권","1000205","전농로4길","100","6","4","","4","12","3","2","","","","","","2","7","","","","","12"
"2019","1","A","골목상권","1000186","사가정로2길","126","4","6","","3","13","1","1","","","","","1","1","6","","","","1","17"
"2019","1","A","골목상권","1000184","사가정로13길","121","3","4","","","15","3","2","2","2","28","","1","","","","","","","12"
"2019","1","A","골목상권","1000183","무학로45길","98","1","3","","1","4","","1","1","1","19","","","","19","","","","","19"
"2019","1","A","골목상권","1000586","등촌로51길","77","2","2","","1","9","4","1","2","1","","","1","","4","","","","1","6"
"2019","1","A","골목상권","1000321","도봉로18길","83","4","2","","1","5","2","2","","","","","2","","4","","","","","24"
"2019","1","A","골목상권","1000536","오목로23길","62","2","","","1","","","2","1","","","","","","6","","","","1","14"
"2019","1","A","골목상권","1000327","삼각산로28길","149","6","5","","2","14","1","","","","","","","","5","","","","1","21"
"2019","1","A","골목상권","1000316","노해로23길","63","1","2","","1","11","2","","1","","","","","","","","","","","14"
"2019","1","A","골목상권","1000298","정릉로27길","134","4","5","","","14","4","2","","","1","","","","2","","","","","34"
"2019","1","A","골목상권","1000300","종암로16길","111","3","1","","1","12","5","2","1","1","","","1","","1","","","","","18"
"2019","1","A","골목상권","1000267","돌곶이로8길","59","","2","","","8","","1","1","1","","","","","","","","","","14"
"2019","1","A","골목상권","1000273","보국문로16길","115","4","5","","","9","1","","","2","10","","","","1","","","","","26"
"2019","1","A","골목상권","1000261","길음로7길","105","2","3","","1","10","1","","","","","","","","1","","","","1","23"
"2019","1","A","골목상권","1000239","망우로68길","157","3","2","","3","23","4","2","1","","","","2","1","2","","","","","24"
"2019","1","A","골목상권","1000048","퇴계로8길","171","8","10","","","9","1","","","","","","1","6","19","","","","1","16"
"2019","1","A","골목상권","1000047","퇴계로56길","189","5","7","","","10","1","1","","","12","","","4","43","","","","4","16"
"2019","1","A","골목상권","1000045","퇴계로18길","179","7","5","","","4","2","3","","1","3","","","7","56","","","","1","16"
"2019","1","A","골목상권","1000168","경희대로3길","125","3","3","1","1","9","2","2","2","2","42","","1","5","27","","","","","9"
"2019","1","A","골목상권","1000132","광나루로52길","112","6","3","","","11","1","1","","","","","2","","6","","","","","18"
"2019","1","A","골목상권","1000008","북촌로5나길","137","8","3","","1","1","","","1","1","","","","21","27","","","","","37"
"2019","1","A","골목상권","1000006","북촌로11길","221","6","4","","","3","1","1","2","2","","","","42","68","","","","","42"
"2019","1","A","골목상권","1000079","한강대로43길","105","6","12","","","7","","1","","","","","","4","5","","","","3","16"
"2019","1","A","골목상권","1000078","한강대로15길","64","2","4","","","8","","1","","1","","","","2","2","","","","1","16"
"2019","1","A","골목상권","1000041","장충단로8길","127","4","3","","","8","2","1","1","1","","","","5","24","","","","3","12"
"2019","1","A","골목상권","1000039","명동길","463","15","39","2","1","29","1","1","","","1","1","","35","41","","","","2","36"
"2019","1","A","골목상권","1000171","답십리로23길","53","3","1","","1","9","3","","","","","","","","2","","","","1","12"
"2019","1","A","골목상권","1000170","난계로30길","113","4","9","","2","6","","1","","","","","1","3","21","","","","2","18"
"2019","1","A","골목상권","1000025","통일로12길","119","11","2","","1","10","1","1","1","1","","","","5","2","","","","1","32"
"2019","1","A","골목상권","1000142","동일로18길","148","4","9","","2","11","2","","","","","1","1","","23","","","","1","19"
"2019","1","A","골목상권","1000097","매봉길","110","5","1","","","6","3","2","","1","","","2","","","","","","1","35"
"2019","1","A","골목상권","1000187","서울시립대로16길","84","3","3","","","13","3","2","","2","","","","","2","","","","1","18"
"2019","1","A","골목상권","1000094","마장로39길","67","2","3","","","8","3","1","1","","","","","","2","","","","3","11"
"2019","1","A","골목상권","1000166","천호대로123길","145","2","3","","","18","1","2","","1","","","1","1","4","","","","1","26"
"2019","1","A","골목상권","1000164","자양번영로3길","81","4","2","","","7","4","2","1","1","","","","4","1","","","","","10"
"2019","1","A","골목상권","1000065","원효로19길","96","6","7","","","8","2","1","1","1","","","1","5","2","","","","1","29"
"2019","1","A","골목상권","1000152","아차산로51길","114","7","7","","1","10","1","1","3","2","","","1","","12","","","","2","17"
"2019","1","A","골목상권","1000093","마장로27길","82","7","2","","","7","4","1","","","","","","3","3","","","","1","17"
"2019","1","A","골목상권","1000156","용마산로21길","147","7","3","","1","16","1","2","2","3","","","1","","5","","","","1","36"
"2018","4","A","골목상권","1000059","서빙고로71길","52","10","","","","1","1","1","2","1","","","","3","2","","","","1","15"
"2018","4","A","골목상권","1000668","범안로11길","96","3","6","","1","3","2","1","1","","","","","","7","","","","1","40"
"2018","4","A","골목상권","1000744","등용로14길","120","8","4","","","7","","1","1","1","","","3","","28","","","","","27"
"2018","4","A","골목상권","1000797","남부순환로161길","75","3","2","","1","11","1","1","1","","","","","","3","","","","","15"
"2018","4","A","골목상권","1000823","신원로3길","110","4","3","","1","13","1","1","","","","","","","10","","","","","18"
"2018","4","A","골목상권","1000808","법원단지9길","76","","2","","","13","2","","1","1","","","","","","","","","","22"
"2018","4","A","골목상권","1000788","낙성대역길","149","6","6","","","13","2","1","","","","","2","5","10","","","","1","25"
"2018","4","A","골목상권","1000679","시흥대로63길","115","3","6","2","3","13","1","","","","","","","","4","","","","1","23"
"2018","4","A","골목상권","1000758","상도로37길","92","2","","","","9","3","","","","","","","","12","","","","1","18"
"2018","4","A","골목상권","1000720","양평로22라길","88","4","2","","2","8","2","1","","1","","","","4","3","","","","1","24"
"2018","4","A","골목상권","1000698","대림로8길","128","2","6","2","3","19","3","1","1","","","","","","9","","","","","24"
"2018","4","A","골목상권","1000829","조원로10길","161","6","4","","3","17","1","1","","","","","","1","22","","","","1","29"
"2018","4","A","골목상권","1000817","신림로28길","153","4","3","","","16","3","1","","","","","2","","36","","","","","31"
"2018","4","A","골목상권","1000806","대학길","105","3","1","","","7","1","1","","","","","1","","52","","","","","23"
"2018","4","A","골목상권","1000673","시흥대로141길","133","5","7","","4","12","1","2","1","","","","1","","7","","","","","42"
"2018","4","A","골목상권","1000818","신림로38길","53","2","1","","","2","2","","1","2","","","","","6","","","","","17"
"2018","4","A","골목상권","1000159","자양로15길","148","6","8","","2","20","3","2","2","1","","","","","13","","","","1","14"
"2018","4","A","골목상권","1000219","휘경로23길","62","3","","","","7","2","","","","","","","","5","","","","1","11"
"2018","4","A","골목상권","1000216","한천로40길","78","2","1","","3","10","2","","","","","","","","2","","","","","19"
"2018","4","A","골목상권","1000227","답십리로75길","68","2","","","","6","1","1","1","","","","","","2","","","","","11"
"2018","4","A","골목상권","1000226","공릉로2길","123","4","1","","1","11","","","1","","","","","","1","","","","1","22"
"2018","4","A","골목상권","1000229","동일로101길","125","4","2","","1","13","3","2","","","","","1","","2","","","","","29"
"2018","4","A","골목상권","1000203","전농로29길","112","4","3","","","12","2","1","1","2","26","","","","3","","","","1","20"
"2018","4","A","골목상권","1000214","한천로14길","99","7","2","","2","16","2","1","1","","","","","","2","","","","","15"
"2018","4","A","골목상권","1000206","제기로21길","63","5","1","","","4","3","1","1","1","","","","2","4","","","","","17"
"2018","4","A","골목상권","1000198","장한로26길","128","2","4","","3","15","2","1","","","","","","","6","","","","","20"
"2018","4","A","골목상권","1000185","사가정로23가길","86","2","1","","2","10","1","2","1","1","","","1","","1","","","","","23"
"2018","4","A","골목상권","1000179","망우로18가길","78","3","1","","1","6","1","1","1","","31","","","","3","","","","1","7"
"2018","4","A","골목상권","1000585","등촌로39길","45","4","1","","1","4","1","2","1","1","3","","1","","","","","","","4"
"2018","4","A","골목상권","1000299","정릉로8길","60","3","","","","1","","","2","1","13","","","1","2","","","","","15"
"2018","4","A","골목상권","1000324","도봉로76길","217","4","5","","3","18","1","","1","1","3","","2","","16","","","","1","25"
"2018","4","A","골목상권","1000315","노해로17길","100","3","3","","1","17","2","1","","","","","","","8","","","","","19"
"2018","4","A","골목상권","1000294","인촌로6길","77","4","4","","2","8","2","1","","","","","1","","2","","","","1","12"
"2018","4","A","골목상권","1000307","한천로101가길","95","3","","","","7","3","4","1","","","","2","2","","","","","","38"
"2018","4","A","골목상권","1000306","창경궁로43길","160","5","4","","","13","4","1","2","2","7","","3","2","16","","","","1","31"
"2018","4","A","골목상권","1000305","지봉로20길","83","2","3","","2","7","5","1","","1","","","1","","1","","","","1","13"
"2018","4","A","골목상권","1000302","종암로21길","134","7","2","","","11","1","1","","","","","","","4","","","","","34"
"2018","4","A","골목상권","1000278","삼선교로10길","141","3","6","","","14","2","1","1","1","20","","1","","6","","","","1","27"
"2018","4","A","골목상권","1000018","종로58가길","147","4","6","","","11","1","","","1","","","1","4","13","","","","2","22"
"2018","4","A","골목상권","1000257","용마산로112길","82","5","1","","2","8","2","1","1","","","","1","","2","","","","","18"
"2018","4","A","골목상권","1000266","돌곶이로41길","68","1","","","","5","2","1","","","","","","2","","","","","","28"
"2018","4","A","골목상권","1000246","면목로55길","77","3","1","","1","11","3","1","","","","","1","","3","","","","","9"
"2018","4","A","골목상권","1000146","뚝섬로48길","78","3","2","","","5","3","2","1","1","","","","4","","","","","","13"
"2018","4","A","골목상권","1000007","북촌로5길","194","8","4","","","3","1","1","1","2","","","","37","42","","","","","43"
"2018","4","A","골목상권","1000129","광나루로36길","103","4","4","","1","8","3","","1","1","","","2","4","7","","","","","18"
"2018","4","A","골목상권","1000143","동일로24길","120","2","6","","2","10","1","2","","","","","1","","26","","","","1","11"
"2018","4","A","골목상권","1000061","신흥로20길","84","6","","","","6","","1","2","2","","","","4","3","","","","","27"
"2018","4","A","골목상권","1000112","송정4가길","111","4","4","","1","10","","","","","","","","1","12","","","","","18"
"2018","4","A","골목상권","1000617","경인로15길","78","3","1","","1","10","2","","","","","","","","3","","","","","15"
"2018","4","A","골목상권","1000248","면목로78길","167","1","3","","1","17","2","1","","","","","1","","5","","","","1","27"
"2018","4","A","골목상권","1000566","강서로8길","137","3","3","","","8","1","2","","","","","","","9","","","","2","21"
"2018","4","A","골목상권","1000641","도림로6길","104","1","2","","","11","2","2","","","","","","","4","","","","1","18"
"2018","4","A","골목상권","1000607","화곡로59길","106","8","5","1","1","10","","","","2","1","","1","1","7","","","","","22"
"2018","4","A","골목상권","1000633","구로중앙로19길","84","6","5","2","1","11","","2","1","","","","","","7","","","","","14"
"2018","4","A","골목상권","1000591","양천로14길","110","3","3","","3","10","3","1","","2","","","1","","3","","","","1","20"
"2018","4","A","골목상권","1000423","증산로15길","53","3","","","","3","2","1","3","1","","","","","1","","","","1","13"
"2018","4","A","골목상권","1000401","연서로16길","148","2","3","1","1","14","3","2","1","2","","","2","","4","","","","1","28"
"2018","4","A","골목상권","1000349","한천로132길","123","6","4","1","3","11","1","","","","","","","","5","","","","","24"
"2018","4","A","골목상권","1000523","목동중앙남로3가길","69","1","2","","","9","2","1","1","2","","","","","2","","","","","9"
"2018","4","A","골목상권","1000590","방화대로6라길","45","2","2","","","1","1","1","1","","","","7","","","4","","","","19"
"2018","4","A","골목상권","1000588","등촌로5길","102","3","4","1","","18","2","","1","1","","","1","","8","","","","","11"
"2018","4","A","골목상권","1000353","노해로63다길","107","3","3","","","11","3","2","","","","","1","","6","","","","1","15"
"2018","4","A","골목상권","1000577","공항대로59길","104","2","5","","1","10","2","2","1","","","","2","","3","","","","1","19"
"2018","4","A","골목상권","1000576","공항대로55길","79","2","2","","","7","2","1","1","","","","","1","3","","","","1","21"
"2018","4","A","골목상권","1000560","강서로45다길","106","1","2","","2","12","2","","1","2","","","","","4","","","","","13"
"2018","4","A","골목상권","1000495","와우산로29길","157","3","3","","","5","1","1","","","","","1","5","70","","","","2","22"
"2018","4","A","골목상권","1000574","공항대로38길","102","","5","","2","8","1","1","1","","","","1","","4","","","","1","24"
"2018","4","A","골목상권","1000554","강서로15길","212","3","3","","1","22","2","","","","","","","","10","","","","2","20"
"2018","4","A","골목상권","1000552","가로공원로76가길","105","1","2","","1","18","3","1","1","","","","","","1","","","","","11"
"2018","4","A","골목상권","1000269","동소문로15길","170","1","5","","1","14","2","2","","","","","2","","16","","","","1","24"
"2018","4","A","골목상권","1000548","중앙로55길","74","3","1","","1","6","2","3","1","","","","","","5","","","","","4"
"2018","4","A","골목상권","1000511","곰달래로5길","107","7","3","","1","16","1","1","1","1","","","","","2","","","","","17"
"2018","4","A","골목상권","1000658","금하로24길","91","1","1","","","15","3","2","1","2","","","1","","2","","","","","21"
"2018","4","A","골목상권","1000233","동일로139가길","121","3","3","","","13","2","2","1","","","","","","6","","","","1","26"
"2018","4","A","골목상권","1000603","화곡로13길","68","2","1","","","5","4","1","2","","","","1","","2","","","","","12"
"2018","4","A","골목상권","1000650","오류로8길","126","1","4","","2","18","2","","","","1","","1","","3","","","","1","17"
"2018","4","A","골목상권","1000463","독막로22길","93","3","2","","","3","","1","","","12","","1","","8","","","","1","26"
"2018","4","A","골목상권","1000624","고척로52길","82","1","3","","1","6","1","1","2","","","","2","1","2","","","","","28"
"2018","4","A","골목상권","1000471","마포대로12길","110","10","7","","","11","1","1","","","","","","","6","","","","","22"
"2018","4","A","골목상권","1000447","증가로10길","106","5","4","","","8","1","4","1","","9","","1","","12","","","","","21"
"2018","4","A","골목상권","1000437","명지대길","82","3","4","","","4","5","3","2","2","10","","1","","9","","","","","12"
"2018","4","A","골목상권","1000427","증산로9길","55","3","","","","5","2","1","2","","","","","","2","","","","1","4"
"2018","4","A","골목상권","1000929","압구정로2길","136","3","1","","","8","1","1","1","1","","","","8","17","","","","","13"
"2018","4","A","골목상권","1000346","한천로109길","120","4","1","","","9","2","1","1","","","","1","2","","","","","","53"
"2018","4","A","골목상권","1000376","우이천로4다길","91","4","1","","","14","3","2","","","","","","","","","","","","29"
"2018","4","A","골목상권","1000337","솔매로50길","139","7","4","","2","18","2","1","1","1","3","","4","","10","","","","1","21"
"2018","4","A","골목상권","1000332","삼양로54길","102","5","3","","1","12","1","1","1","1","","","1","","3","","","","","18"
"2018","4","A","골목상권","1000358","도당로29길","91","1","4","","2","10","","1","1","","","","1","","3","","","","1","28"
"2018","4","A","골목상권","1000988","양재대로124길","93","2","4","","1","14","3","1","1","","","","","","6","","","","1","20"
"2018","4","A","골목상권","1000686","경인로90길","82","5","6","","","7","2","1","","","","","","3","2","","","","1","17"
"2018","4","A","골목상권","1000981","상암로5길","137","2","5","","1","14","2","2","","","","","1","","9","","","","1","17"
"2018","4","A","골목상권","1000743","동작대로7길","148","4","8","","1","15","1","1","","","","","1","1","9","","","","2","18"
"2018","4","A","골목상권","1000891","개포로28길","71","3","1","","1","7","1","2","","1","","","","","3","","","","","21"
"2018","4","A","골목상권","1000773","여의대방로24길","164","4","2","1","2","15","1","1","2","1","","","","1","17","","","","2","29"
"2018","4","A","골목상권","1000772","여의대방로22카길","144","3","3","","1","14","","","","","","","1","1","14","","","","1","24"
"2018","4","A","골목상권","1000944","백제고분로22길","96","2","3","","1","15","","1","","","","","1","","13","","","","","11"
"2018","4","A","골목상권","1000954","삼전로13길","266","3","11","","1","34","1","2","","1","","","4","","32","","","","","19"
"2018","4","A","골목상권","1000952","백제고분로46길","110","4","6","","4","12","2","1","","","","","2","2","9","","","","","15"
"2018","4","A","골목상권","1000924","선릉로121길","160","4","9","","","16","1","1","","","","","2","1","13","","","","3","8"
"2018","4","A","골목상권","1000923","삼성로75길","142","3","16","","1","10","","","","","","","1","","41","","","","","16"
"2018","4","A","골목상권","1000851","논현로1길","74","1","3","","","6","2","1","1","1","","","1","1","5","","","","","21"
"2018","4","A","골목상권","1000947","백제고분로33길","97","2","2","","1","8","3","","","","","","1","4","16","","","","","11"
"2018","4","A","골목상권","1001006","천호대로197길","96","5","1","","","11","4","2","1","","","","","","","","","","","24"
"2018","4","A","골목상권","1000854","동광로1길","91","1","3","","","8","1","","","1","","","2","","7","","","","","24"
"2018","4","A","골목상권","1000843","소담길","60","3","1","","","8","3","1","1","2","","","","","2","","","","","10"
"2018","4","A","골목상권","1000941","동남로20길","122","3","5","","","12","2","2","1","1","","","2","1","1","","","","2","22"
"2018","4","A","골목상권","1000385","석계로1길","133","2","1","","2","14","1","1","","","1","","","","5","","","","2","42"
"2018","4","A","골목상권","1000699","도림로112길","92","1","2","","","13","3","2","","","","","1","","1","","","","","26"
"2018","4","A","골목상권","1000730","영등포로80길","102","1","2","1","2","8","1","1","","1","","","1","","21","","","","","22"
"2018","4","A","골목상권","1000705","도신로60길","86","2","2","","1","7","3","1","","1","","","1","","11","","","","","20"
"2018","4","A","골목상권","1000812","봉천로33길","161","4","3","","3","23","4","2","","1","","","3","","7","","","","1","30"
"2018","4","A","골목상권","1000824","양녕로6길","202","3","6","","3","25","1","1","","","","","3","","9","","","","1","31"
"2018","4","A","골목상권","1000667","문성로5길","92","6","1","","2","11","1","2","2","1","","","","1","1","","","","","21"
"2018","4","A","골목상권","1000752","사당로26길","90","5","5","","1","8","2","2","","","","","1","1","10","","","","","14"
"2018","4","A","골목상권","1000750","사당로23길","50","1","","","","2","","1","1","","","","2","","1","","","","","15"
"2018","4","A","골목상권","1000683","가마산로61길","94","2","3","","","13","2","2","1","1","","","2","","","","","","","29"
"2018","4","A","골목상권","1000767","성대로29길","152","4","4","","2","17","4","2","","","","","3","","22","","","","","24"
"2018","4","A","골목상권","1000764","서달로15길","98","2","3","1","1","15","1","2","","","","","2","","6","","","","1","16"
"2018","4","A","골목상권","1000763","서달로14길","101","2","4","1","1","15","1","2","","","","","2","","2","","","","1","17"
"2018","4","A","골목상권","1000733","국사봉1길","193","2","5","","1","23","1","","","","","","3","","19","","","","1","21"
"2018","4","A","골목상권","1000796","남부순환로151길","117","4","3","","1","15","1","","","","","","","","9","","","","","19"
"2018","4","A","골목상권","1000794","난향길","49","2","","","","5","1","1","","","","","1","","","","","","","9"
"2018","4","A","골목상권","1000707","디지털로37길","108","2","2","","2","14","3","2","1","","","","","","7","","","","2","19"
"2018","4","A","골목상권","1000674","시흥대로150길","112","5","4","","2","16","1","2","1","1","","","","1","2","","","","","27"
"2018","4","A","골목상권","1000805","대학14길","67","2","","","","1","1","1","","2","","","","","46","","","","","7"
"2018","4","A","골목상권","1000663","독산로64길","90","4","1","1","","8","","2","1","","","","","1","2","","","","","18"
"2018","4","A","골목상권","1000672","시흥대로138길","123","6","7","","2","17","","1","1","","","","","","5","","","","","27"
"2018","4","A","골목상권","1000671","시흥대로120길","144","10","6","1","2","19","","1","","","","","","","7","","","","","20"
"2018","4","A","골목상권","1000782","관악로28길","93","2","3","1","1","13","2","1","1","","","","2","","1","","","","","12"
"2018","4","A","골목상권","1000237","동일로157길","150","3","3","","1","15","3","2","","","","","","","1","","","","1","25"
"2018","4","A","골목상권","1000221","휘경로3길","134","4","1","","","20","2","","","","9","","","","20","","","","1","17"
"2018","4","A","골목상권","1000195","장한로14길","58","7","2","","","3","","1","1","","","","","","","","","","","9"
"2018","4","A","골목상권","1000208","천장산로7길","97","3","2","1","1","3","1","1","2","2","51","","","4","6","","","","","12"
"2018","4","A","골목상권","1000212","천호대로77길","100","6","4","","4","12","2","1","","","","","","2","10","","","","1","12"
"2018","4","A","골목상권","1000200","장한로27길","123","1","3","","5","17","2","2","","","","","","","6","","","","","23"
"2018","4","A","골목상권","1000193","왕산로43길","129","7","2","1","2","11","1","","1","1","","","","","9","","","","1","32"
"2018","4","A","골목상권","1000538","오목로3길","61","2","","","","4","1","2","","","","","","","","","","","","11"
"2018","4","A","골목상권","1000510","곰달래로3길","100","6","1","","","17","4","2","1","","","","","1","2","","","","","15"
"2018","4","A","골목상권","1000310","화랑로14길","81","3","2","","","9","1","1","","","","","","","7","","","","1","11"
"2018","4","A","골목상권","1000507","가로공원로58길","56","2","1","","","7","","","2","1","","","","","1","","","","","3"
"2018","4","A","골목상권","1000297","정릉로26길","102","4","4","","","11","1","2","","","","","","1","","","","","","30"
"2018","4","A","골목상권","1000308","한천로76길","95","2","1","","1","12","1","1","1","1","","","","","1","","","","2","24"
"2018","4","A","골목상권","1000304","종암로5길","103","3","2","","","3","2","1","2","1","30","","","1","14","","","","1","21"
"2018","4","A","골목상권","1000268","동소문로13길","195","3","9","","1","16","5","2","2","1","","","1","","14","","","","1","36"
"2018","4","A","골목상권","1000280","삼선교로16가길","90","4","1","","","2","3","2","1","2","20","","","","3","","","","","22"
"2018","4","A","골목상권","1000319","덕릉로41길","206","6","6","1","2","17","1","1","1","","","","1","","9","","","","1","28"
"2018","4","A","골목상권","1000283","솔샘로6길","104","3","4","","","9","","","1","1","4","","","","5","","","","","31"
"2018","4","A","골목상권","1000253","사가정로42길","78","3","1","","","4","1","","","","","","2","","5","","","","","14"
"2018","4","A","골목상권","1000263","돌곶이로22길","102","2","4","","1","16","2","1","","","","","","","1","","","","1","16"
"2018","4","A","골목상권","1000243","면목로45길","159","6","2","","2","22","1","","","","","","3","","7","","","","1","19"
"2018","4","A","골목상권","1000087","후암로28길","101","5","1","","","11","1","2","1","1","","","","1","3","","","","","24"
"2018","4","A","골목상권","1000130","광나루로37길","97","3","3","","1","7","3","1","1","1","","","1","4","7","","","","","20"
"2018","4","A","골목상권","1000043","청구로1길","74","2","2","","","6","1","3","1","1","","","","","2","","","","1","14"
"2018","4","A","골목상권","1000139","능동로34길","142","1","5","","2","10","2","2","","1","","","1","6","6","","","","2","24"
"2018","4","A","골목상권","1000122","용답중앙길","106","3","4","","2","14","1","1","","","","","1","1","2","","","","3","14"
"2018","4","A","골목상권","1000169","경희대로4길","180","3","6","1","1","14","3","2","2","2","44","","1","3","34","","","","","17"
"2018","4","A","골목상권","1000161","자양로45길","148","1","2","","","21","2","1","","1","","","1","1","4","","","","1","28"
"2018","4","A","골목상권","1000113","아차산로11길","69","5","9","","1","4","","1","","","","","","1","4","","","","1","8"
"2018","4","A","골목상권","1000126","한림말길","94","9","3","","","7","4","1","1","","","","2","","3","","","","2","21"
"2018","4","A","골목상권","1000027","필운대로1길","142","6","1","","","5","2","1","1","1","7","","","9","35","","","","","24"
"2018","4","A","골목상권","1000191","왕산로32길","114","2","7","","2","16","","","1","","","","1","","3","","","","3","30"
"2018","4","A","골목상권","1000190","약령시로17길","91","5","2","","1","9","1","1","1","1","","","","1","3","","","","","20"
"2018","4","A","골목상권","1000032","다산로38길","131","6","5","","1","15","1","1","","","","","1","2","13","","","","2","7"
"2018","4","A","골목상권","1000031","다산로36길","77","2","2","","","8","1","1","1","1","","","1","","5","","","","","13"
"2018","4","A","골목상권","1000066","원효로41길","100","7","7","","","8","2","","1","1","","","1","5","3","","","","1","23"
"2018","4","A","골목상권","1000051","녹사평대로26길","158","7","7","","","5","","1","","","7","","","8","22","","","","1","33"
"2018","4","A","골목상권","1000072","장문로45길","86","3","2","","","10","1","","1","1","7","","","","7","","","","","19"
"2018","4","A","골목상권","1000063","우사단로14길","151","12","2","","","7","","1","","","7","","","5","25","","","","1","26"
"2018","4","A","골목상권","1000101","무학봉길","83","4","1","","","9","2","2","","","","","1","","8","","","","","9"
"2018","4","A","골목상권","1000150","면목로17길","96","4","1","","","10","4","1","1","","","","","","3","","","","","22"
"2018","4","A","골목상권","1000136","긴고랑로9길","137","5","2","","1","19","1","2","","","","","1","","7","","","","1","26"
"2018","4","A","골목상권","1000015","이화장길","180","10","8","12","1","8","1","1","1","","23","","","18","14","","","","2","29"
"2018","4","A","골목상권","1000014","율곡로16길","139","10","9","12","1","4","2","2","1","","21","","","3","4","","","","","27"
"2018","4","A","골목상권","1000013","율곡로10길","157","2","5","","","5","1","2","","","","","","13","33","","","","2","21"
"2018","4","A","골목상권","1000107","성덕정길","63","5","","","","5","2","1","1","1","","","","","","","","","","22"
"2018","4","A","골목상권","1000021","창경궁로35길","119","4","4","","","7","3","1","1","1","7","","3","4","27","","","","","16"
"2018","4","A","골목상권","1000712","선유서로25길","55","2","1","","1","6","1","","","1","","","","1","2","","","","1","11"
"2018","4","A","골목상권","1000649","신도림로13길","44","2","","","","","2","2","","1","","","1","","","","","","1","15"
"2018","4","A","골목상권","1000567","개화동로23길","144","6","7","","2","13","1","2","1","1","","","1","1","4","8","","","2","43"
"2018","4","A","골목상권","1000616","개봉로3길","80","3","2","","","8","1","2","1","","","","","","","","","","","23"
"2018","4","A","골목상권","1000504","월드컵로8길","150","3","8","","","9","2","1","","","","","","2","32","","","","","40"
"2018","4","A","골목상권","1000531","신목로2길","90","1","2","","","10","1","1","","","","","","","5","","","","","15"
"2018","4","A","골목상권","1000594","양천로26길","72","3","1","","","4","1","1","1","2","","","1","","","","","","1","25"
"2018","4","A","골목상권","1000592","양천로24가길","103","3","3","","1","11","2","1","","2","","","","","3","","","","","23"
"2018","4","A","골목상권","1000492","양화로1길","106","4","4","","","10","1","1","","","","","","1","11","","","","1","21"
"2018","4","A","골목상권","1000501","월드컵로25길","90","2","1","","","6","1","2","","","","","","2","1","","","","","36"
"2018","4","A","골목상권","1000581","국회대로7길","74","2","1","","1","10","1","","","","","","1","","6","","","","","15"
"2018","4","A","골목상권","1000352","노해로60길","130","2","5","","1","18","1","","2","1","","","1","","5","","","","1","27"
"2018","4","A","골목상권","1000528","목동중앙북로8길","113","4","4","","1","12","5","","1","1","","","2","","5","","","","","11"
"2018","4","A","골목상권","1000500","월드컵로19길","125","2","5","","","17","","","","","","","","","4","","","","1","21"
"2018","4","A","골목상권","1000499","월드컵로16길","122","2","4","","","11","1","2","1","1","","","","","9","","","","1","26"
"2018","4","A","골목상권","1000558","강서로35길","131","3","4","","3","15","2","1","","","","","2","","7","","","","1","15"
"2018","4","A","골목상권","1000526","목동중앙본로7길","70","1","1","","","8","2","2","1","2","","","","","","","","","","11"
"2018","4","A","골목상권","1000555","강서로17가길","100","2","2","","1","10","","","1","","","","","","7","","","","2","9"
"2018","4","A","골목상권","1000270","동소문로26가길","195","2","5","2","2","19","2","2","3","2","9","","1","","20","","","","1","28"
"2018","4","A","골목상권","1000252","봉화산로56길","133","4","2","","1","12","2","3","","1","","","1","","","","","","","21"
"2018","4","A","골목상권","1000654","가산로3길","99","4","8","","","2","1","","1","","","","","","4","","","","","52"
"2018","4","A","골목상권","1000596","양천로71길","96","1","2","","","9","1","3","2","","","","2","","","","","","","23"
"2018","4","A","골목상권","1000355","도당로13가길","59","2","","","","8","","","1","","","","","1","1","","","","","18"
"2018","4","A","골목상권","1000481","성미산로11길","97","2","2","","","5","3","1","2","3","","","1","","13","","","","","31"
"2018","4","A","골목상권","1000460","대흥로28길","128","2","2","","","12","3","2","1","1","1","","","1","14","","","","1","26"
"2018","4","A","골목상권","1000478","모래내로7길","98","3","3","","2","11","2","1","1","","","","","","1","","","","1","23"
"2018","4","A","골목상권","1000477","매봉산로2길","107","8","6","","","8","1","1","","","","","","5","","","","","5","25"
"2018","4","A","골목상권","1000469","동교로27길","182","4","4","","","5","3","","1","2","","","1","1","77","","","","","26"
"2018","4","A","골목상권","1000473","마포대로4길","103","3","8","","","6","1","1","","","","","","","4","","","","1","23"
